,geo,text,user,location,created_at
902,,"  COVID-19 vaccine: 20 million people have received coronavirus jab in UK, says Matt Hancock ",ilias2pakw,,2021-02-28 20:52:48
903,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",umuofiakwen,,2021-02-28 20:52:23
904,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",BolanleOdu,Yupendi ,2021-02-28 20:52:15
905,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",TonyDel19704028,,2021-02-28 20:52:15
906,,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,mxolisi_ngqase,,2021-02-28 20:52:07
907,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",PatM3517,,2021-02-28 20:52:04
908,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",aletrivu,Verona,2021-02-28 20:52:01
909,,  Hoax text and email messages are circulating asking people to follow a web-link to book and pay for #COVID19 vaccination…,DeniseChengCart,,2021-02-28 20:51:59
910,,"  Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African country to…",CoronaUpdateBot,,2021-02-28 20:51:47
911,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",SonoranHiker,AZ,2021-02-28 20:51:46
912,,"Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African c… ",TimesLIVE,"Johannesburg, South Africa",2021-02-28 20:51:42
913,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",EureosCriss,,2021-02-28 20:51:37
914,,"  There is a lot of information about the #COVID19 vaccine, but how do you know what to believe? Get your information fr…",MayDuganCenter,"4115 Bridge Ave, CLE OH 44113",2021-02-28 20:51:34
915,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",SouthernJewel,"Lakeland, FL",2021-02-28 20:51:29
916,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Gaynor598,London,2021-02-28 20:51:18
917,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",okko_lym,ᷟᷟ𝘔𝘢𝘭𝘥𝘪𝘷𝘦𝘴,2021-02-28 20:51:16
918,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",maggi_samson,"Providence, Rhode Island",2021-02-28 20:51:15
919,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",kamp_marian,,2021-02-28 20:51:09
920,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",kstewskisAZ,Exile in Spring Training Land,2021-02-28 20:51:09
921,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",petabites,"Houston, Texas 77001 ",2021-02-28 20:51:06
922,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",sawyershafer1,,2021-02-28 20:51:04
923,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",NidaKhanNY,NYC & Worldwide,2021-02-28 20:50:58
924,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",msfancyyyz,"Toronto, Ontario",2021-02-28 20:50:50
925,,  South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses and will ease r…,elrabino8,,2021-02-28 20:50:47
926,,"  U.S. regulators authorized Johnson &amp; Johnson’s COVID-19 vaccine for emergency use, one day after a panel of outside experts ba…",thack86,United States,2021-02-28 20:50:45
927,,"  PFIZER VACCINE SIDE EFFECTS 💉❌Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197Oxford: Reactions: 114,625…",FrankyS70610781,,2021-02-28 20:50:21
928,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",FUUNO,"New Orleans, LA",2021-02-28 20:50:19
929,,"Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a… ",Reuters,Around the world,2021-02-28 20:50:00
930,,  An interesting point by  on  today: he says states’ coronavirus deaths per capita should be look…,ChristineR825,,2021-02-28 20:49:54
931,,I’m 1 in 20 million YES!   COVID-19 vaccine: 20 million people have received first coronavirus jab in UK ,charocol,London,2021-02-28 20:49:29
932,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",LovingShante,Mind ya bussnizzzz ,2021-02-28 20:49:24
933,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",AleKat99,"Florida, USA",2021-02-28 20:49:22
934,,Still not having hancock ,HankMar53167670,"North East, England",2021-02-28 20:49:09
935,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",Micah_McGurk,"Kentucky, USA",2021-02-28 20:49:08
936,,An interesting point by  on  today: he says states’ coronavirus deaths per capita sho… ,TedNesi,"Providence, RI",2021-02-28 20:48:58
937,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",debjanise,,2021-02-28 20:48:52
938,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",NPazderski,Western NY,2021-02-28 20:48:19
939,,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…",andreaclarke121,Cheltenham,2021-02-28 20:48:17
940,,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,RuffReader,"Toledo, OH",2021-02-28 20:48:13
941,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",MercPat,● RT/Follow/Like ≠ endorsement centro Italia,2021-02-28 20:48:12
942,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",SmarterGood,"Palo Alto, CA",2021-02-28 20:47:55
943,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",99scott56,,2021-02-28 20:47:54
944,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",civildiscourse7,CA,2021-02-28 20:47:30
945,,"  COVID-19 vaccine: 20 million people have received coronavirus jab in UK, says Matt Hancock ",TosbyD,"Lagos, Nigeria",2021-02-28 20:47:15
946,,"BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it'… ",NPR,,2021-02-28 20:47:06
947,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Pacific_h2o,,2021-02-28 20:46:47
948,,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,UnMaskUk,,2021-02-28 20:46:38
949,,Can Employees Be Forced To Take The Covid-19 Vaccine? - Coronavirus (COVID-19) - Canada Interesting article ⁦… ,tamrobinson1966,"Perth, Ontario",2021-02-28 20:46:29
950,,"  Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnson &amp;…",clawwdy,ARGENTINA.BS.AS.,2021-02-28 20:46:06
951,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",t2_t12,,2021-02-28 20:46:02
952,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",22C0in,,2021-02-28 20:46:00
953,,"  Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnson &amp;…",HalikRafa,Warszawa,2021-02-28 20:45:47
954,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,batebrebdwb58,,2021-02-28 20:45:24
955,,  The next phase of the #COVID19 vaccine roll-out has begun and it includes unpaid carers and those with certain health condtio…,KarenWeaver2020,Harrogate District,2021-02-28 20:45:16
956,,"Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnso… ",Reuters_Health,,2021-02-28 20:45:06
957,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",cbergy69,,2021-02-28 20:44:08
958,,COVID-19 vaccine: 20 million people have received first coronavirus jab in UK ,Abdul248Abdul,"England, United Kingdom",2021-02-28 20:43:40
959,,"  U.S. authorizes J&amp;J's COVID-19 vaccine, making it third available",uberrimaefidei1,,2021-02-28 20:43:39
960,,Governor...? ,Grant2Carla,"Texas, USA",2021-02-28 20:43:29
961,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",iiiaaammmjon1,"Wisconsin, USA",2021-02-28 20:43:25
962,,  The COVID-19 vaccines work by teaching your immune system how to defend itself against attack from the virus. Read more: https…,rachaellemma,Bury St Edmunds,2021-02-28 20:43:20
963,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",staceykate1973,AB Canada,2021-02-28 20:43:18
964,,  Virginia loosening some COVID restrictions starting tomorrow ,Cmoneymontana,DM(V) 614 ,2021-02-28 20:43:01
965,,  German Chancellor Angela Merkel has warned of a third wave of Covid-19 cases if Germany gets its reopening wrong. …,55depp55,"Glasgow, Scotland The Yes City",2021-02-28 20:42:58
966,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",ToniBradfield2,,2021-02-28 20:42:36
967,,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,Lek_Sleuther,,2021-02-28 20:42:23
968,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",ViKu1111,FUKUSHIMA NUCLEAR DISASTER,2021-02-28 20:42:05
969,,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…",rachaellemma,Bury St Edmunds,2021-02-28 20:41:59
970,,  Virginia loosening some COVID restrictions starting tomorrow ,MyDCANews,"Washington, DC",2021-02-28 20:41:53
971,,  Millions have received the COVID-19 vaccine under the most intense safety monitoring system. All vaccines used have undergon…,MenloParkPD,"Menlo Park, CA",2021-02-28 20:41:30
972,,Johnson &amp; Johnson Plans to Test Its Vaccine on Infants ,EINPresswireCT,"Washington, D.C.",2021-02-28 20:40:20
973,,Johnson &amp; Johnson Plans to Test Its Vaccine on Infants  #Russia,EINRussiaNews,"Washington, D.C.",2021-02-28 20:40:20
974,,"  Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vaccine arr…",sleekestdee,In my Lion's den,2021-02-28 20:40:04
975,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",MoCoCouncilMD,"Rockville, MD",2021-02-28 20:39:52
976,,CDC expert panel unanimously votes to endorse J&amp;J's vaccine  . It appears to be less prone than Pfize… ,LeonLidigu,"Nairobi, Kenya",2021-02-28 20:39:48
977,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",AmericanMOM01,"Tishomingo, Oklahoma",2021-02-28 20:39:35
978,,"  💉 More than 1,542,929 people have received their first dose of vaccine in Scotland, meaning over a third of the Scottish adult…",deescattered,Inverness,2021-02-28 20:39:16
979,,Infectious disease experts weigh in on the lower efficacy for Johnson &amp; Johnson's COVID-19 vaccine compared to Pfiz… ,newscentermaine,"Maine, USA",2021-02-28 20:39:15
980,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,SophieZnS,Flyover Country ,2021-02-28 20:39:10
981,,"  2,035,458 Londoners have received their first dose of a COVID-19 vaccine, and the total number of first and second doses…",londonn60929305,,2021-02-28 20:39:01
982,,"  Among US states SD has the third-highest percentage of people who have gotten at least one vaccination, according to the …",Ajzionts,"Rapid City, SD",2021-02-28 20:38:31
983,,"  Experts advising  voted 12 to 0, with one recusal, to add Johnson &amp; Johnson’s newly authorized Covid-19 vaccine…",Dovid_Kotkes,"New Haven, CT",2021-02-28 20:38:30
984,, I guess my questions will eventually be answered here: ,kentchenery,"Auckland, New Zealand",2021-02-28 20:38:20
985,,Virginia loosening some COVID restrictions starting tomorrow ,wusa9,"Washington, DC",2021-02-28 20:38:05
986,,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,BKopernikus,,2021-02-28 20:37:36
987,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Iloveuarmy123,,2021-02-28 20:37:34
988,,    The FDA “recommends” prioritization but leaves it to the states… ,lisareynaloe,Texas,2021-02-28 20:37:22
989,,  Petco Park vaccination super station closed through Tuesday as county reports 450 new COVID-19 cases ,bio_by_margaux,california,2021-02-28 20:37:18
990,,"As we’re nearing the one-year mark of COVID-19 in Kentucky, many healthcare workers are sharing messages of hope. ",FoxLexington,"Lexington, KY",2021-02-28 20:37:00
991,,More than 20 million in Britain get first COVID-19 vaccine dose ,FrancCrist,"Chicago, Illinois",2021-02-28 20:36:46
992,,  Today on #SundayTODAY: A live report from Johnson &amp; Johnson’s headquarters after the FDA granted emergency use authorization…,TyGrieve_27,"Grants, NM",2021-02-28 20:36:38
993,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Caribintelligen,Wherever you are,2021-02-28 20:36:17
