,text,sentiment,country,neg,neu,pos,compound
1032,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1034,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",UK,0.196,0.804,0.0,-0.5267
1035,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",UK,0.196,0.804,0.0,-0.5267
1036,  Nearly two million people aged 60 to 63 in England are being invited to book a coronavirus jab as part of the continued expansion…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1038,  : “Parkland Center for Clinical Innovation says if we can get the state doses back and keep the federal programs g…,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}",USA,0.0,0.88,0.12,0.3818
1039,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1040,"In the US, they have a coronavirus coordinator...Whilst in the Philippines, Duterte has a Vaccine Czar, a Testing… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Hong Kong,0.0,1.0,0.0,0.0
1041,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1042,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1044,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland,0.0,1.0,0.0,0.0
1045,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
1046,"  US regulators have approved Johnson &amp; Johnson's single-dose COVID jab, enabling millions more Americans to be vaccinated and s…","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",UK,0.0,0.865,0.135,0.4215
1047,Covid-19 vaccine tracker: the global race to vaccinateIsrael has been the fastest to roll out inoculations. More… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1048,  20 MILLION Brits have had #vaccine and now we are told that just one jab gives you 90% protection. THIS IS A GOOD NEWS STORY!…,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.6027}",UK,0.0,0.8540000000000001,0.146,0.6027
1049,"Among US states SD has the third-highest percentage of people who have gotten at least one vaccination, according t… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1050,"Official source: 50,415 people were given their first dose of the COVID-19 vaccine so far in Lebanon.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Lebanon,0.0,1.0,0.0,0.0
1051,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
1053,US is poised to distribute a third Covid-19 vaccine  #USNews #USRC ,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.25}",USA,0.0,0.818,0.182,0.25
1054,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",Switzerland,0.196,0.804,0.0,-0.5267
1055,"  Are you currently #shielding? If you’re an adult who has had an official shielding list letter, get booked in for your #Covid19…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1057,  The Benefits of Vaccinating With the First Available COVID-19 Coronavirus Vaccine:  Our latest publication with ⁦…,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",USA,0.0,0.852,0.14800000000000002,0.3818
1060,"Willie Mae Williams, lost her brother to the coronavirus about three months ago. She didn’t hesitate to get in line… ","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",USA,0.196,0.804,0.0,-0.5267
1061,"Experts advising  voted 12 to 0, with one recusal, to add Johnson &amp; Johnson’s newly authorized Covid-19 vacc… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1062,  Johnson &amp; Johnson’s ( $JNJ ) one-shot coronavirus vaccine was cleared for use in the U.S. by the  yesterday!…,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1759}",USA,0.0,0.904,0.096,0.1759
1064,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5267}",USA,0.196,0.804,0.0,-0.5267
1065,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1066,Philippines receives COVID-19 vaccine after delays - Associated Press  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa,0.0,1.0,0.0,0.0
1067,"Dr. Anthony Fauci praised the recently authorized Johnson &amp; Johnson COVID-19 vaccine, attempting to dispel concerns… ","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1068,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",Côte d'Ivoire,0.0,0.9390000000000001,0.061,0.0772
1070,  Thank you to our amazing staff &amp; volunteers for all the effort &amp; hours this weekend at our mass-vaccination event. We're work…,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.743}",USA,0.0,0.76,0.24,0.743
1071,"  2,035,458 Londoners have received their first dose of a COVID-19 vaccine, and the total number of first and second doses…","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",UK,0.0,0.9329999999999999,0.067,0.0772
1072,  California’s new COVID-19 vaccine system to start Monday ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1074,Fauci says of Johnson &amp;amp; Johnson COVID-19 vaccine: 'I would take it' ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UAE,0.0,1.0,0.0,0.0
1076,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1079,"  Novavax completes enrolling 30,000 people in U.S. trial of COVID-19 vaccine  ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1080,The same company whose baby products gave thousands cancer has been given the go ahead with Covid-vaccine!!!… ,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.7412}",UK,0.248,0.752,0.0,-0.7412
1082,via  Johnson &amp; Johnson Plans to Test Its Vaccine on Infants ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
1083,  Drug developer #Novavax Inc says it has completed patient enrollment in the late-stage study of its #COVID19 #vaccine in…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1084,"  Even if you've had the #COVID19 vaccine, it's still really important to follow government guidelines and stay at home 🏠…","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.2716}",UK,0.0,0.9009999999999999,0.099,0.2716
1085,  Dr. Anthony Fauci did not mince words when it came to the recently authorized Johnson &amp; Johnson COVID-19 vaccine. http…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1086,20 million! ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1087,  Novavax expects U.S. trial data for COVID-19 vaccine at start of April  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1088,"  JUST IN: The US FDA approved Johnson and Johnson's one-shot COVID-19 vaccine, making it the third jab available in the country.…","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",Brazil,0.0,0.877,0.12300000000000001,0.4215
1090,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
1092,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
1093,"  ‼️‼️Here’s what you need to know about the Johnson &amp; Johnson #COVID19 #vaccine if you are immunocompromised, take immunos…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1095,"  Speed is a necessity, so those who sign up must be able to meet with the Seattle Fire Department team quickly to ensure a do…","{'neg': 0.092, 'neu': 0.808, 'pos': 0.1, 'compound': 0.0516}",USA,0.092,0.8079999999999999,0.1,0.0516
1096,"  Novavax completes enrolling 30,000 people in U.S. trial of COVID-19 vaccine  ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1097,  Novavax expects U.S. trial data for COVID-19 vaccine at start of April  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1100,Dr. Anthony Fauci did not mince words when it came to the recently authorized Johnson &amp; Johnson COVID-19 vaccine. ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1101,Thank you to our amazing staff &amp; volunteers for all the effort &amp; hours this weekend at our mass-vaccination event.… ,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.743}",USA,0.0,0.741,0.259,0.743
1102,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1104,Around 12022021 (12th February 2021) Coronavirus Covid-19 infections &amp; deaths were declining worldwide while Covid-… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Uganda,0.0,1.0,0.0,0.0
1106,  SLCo Health Dept. now offers COVID-19 vaccination appointments for those with qualifying medical conditions: …,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1108,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1112,"  Brazilian prosecutors seek the immediate suspension of purchases of #India’s #COVID19 vaccine #COVAXIN, according to a d…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia,0.0,1.0,0.0,0.0
1113,#coronavirus #COVID19 #lockdown #Vaccineand #BorisJohnson even wants to make it our responsibilty after a year of… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1115,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Israel,0.0,1.0,0.0,0.0
1116,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1117,  The Philippines has received its first batch of COVID-19 vaccine. It is among the last in Southeast Asia to secure the critical dos…,"{'neg': 0.089, 'neu': 0.817, 'pos': 0.093, 'compound': 0.0258}",USA,0.08900000000000001,0.8170000000000001,0.09300000000000001,0.0258
1119,"Children vaccinated, doses stolen, FBI involved in Memphis Shelby County Health Department's vaccine distribution t… ","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.4939}",USA,0.18600000000000003,0.8140000000000001,0.0,-0.4939
1120,"okay? he doesn't have to because he already got a far more effective one,,, so what is this proving","{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.6478}",USA,0.0,0.7509999999999999,0.249,0.6478
1122,  More than 20 million people have now received the first dose of a Covid-19 vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1124,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
1125,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland,0.0,1.0,0.0,0.0
1126,"  Your sample size? According to Kaiser, vaccine hesitancy is strongest in the 30-49 age grou… ","{'neg': 0.107, 'neu': 0.73, 'pos': 0.163, 'compound': 0.25}",USA,0.107,0.73,0.163,0.25
1127,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1129,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1133,"As new cases rise, Fauci says easing restrictions 'is really risky'; Senate gets $1.9B stimulus package: Live coron… ","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.25}",USA,0.0,0.895,0.105,0.25
1134,Mayor Curry gives makeup date for people who received the first dose of COVID-19 vaccine at Clanzel T. Brown Senior… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1135,  UPDATE: Dallas County to Receive Newly Approved Johnson &amp; Johnson COVID-19 Vaccine Next Week |  …,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",USA,0.0,0.823,0.177,0.4215
1136,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices… ","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1138,Austin Peay State University to begin administering COVID-19 Vaccine on March 2nd #clarksville #clarksvilletn… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1139,"Coronavirus | Companies ‘feel betrayed’ due to capping of COVID-19 vaccine price, says Kiran Mazumdar Shaw ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1140,"  Are you a carer? You can now book your #Covid19 vaccine. We know it's been a hard time for every one of you, so pleas…","{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.1027}",UK,0.06,0.94,0.0,-0.1027
1141,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland,0.0,1.0,0.0,0.0
1143,  COVID-19: Documents you need to get coronavirus vaccine jab in second phase#COVID19 #COVID #COVIDVaccine #Vaccine …,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1144,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1145,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1146,  Next deliveries of #COVID19 vaccines:💉47.4k   Feb 22-28💉173.16k   Mar 1-7💉 ?  Days to run…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
1147,"Ongoing barriers in Black communities — access to health care, education, income, &amp; discrimination — contribute to… ","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",USA,0.0,0.8140000000000001,0.18600000000000003,0.4939
1148,LIVE BLOG: FDA approves Johnson &amp; Johnson COVID-19 vaccination ,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",USA,0.0,0.748,0.252,0.4019
1149,"If you or someone you know has a learning disability, it is vital to check that you are on the register and ask to… ","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",USA,0.0,0.909,0.091,0.29600000000000004
1150,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",USA,0.0,0.8909999999999999,0.109,0.29600000000000004
1152,Do we still need to wear #masks even after getting the #COVID19 #vaccine? Yes!  And here's why.… ,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4574}",USA,0.0,0.8420000000000001,0.158,0.4574
1154,Esri offers ready-to-deploy tools to help cities and counties combat coronavirus and plan vaccine distribution. The… ,"{'neg': 0.126, 'neu': 0.733, 'pos': 0.141, 'compound': 0.0772}",USA,0.126,0.733,0.141,0.0772
1155,  This article is from April 2020 and he’s talking about having availability in January of 21. Y… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1156,Johnson &amp; Johnson’s ( $JNJ ) one-shot coronavirus vaccine was cleared for use in the U.S. by the  yesterday!,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1759}",USA,0.0,0.904,0.096,0.1759
1157,"JOHNSON &amp; JOHNSON’S (J&amp;J) coronavirus vaccine was cleared for use in the US, making a third shot available that cou… ","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.1027}",Philippines,0.0,0.9279999999999999,0.07200000000000001,0.1027
1160,"More than 20 million people across the #UnitedKingdom have now received their first #COVID19Vaccine shot, data show… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Qatar,0.0,1.0,0.0,0.0
1162,COVID-19: Documents you need to get coronavirus vaccine jab in second phase#COVID19 #COVID #COVIDVaccine #Vaccine… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1164,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
1165,"  ""Dallas County has received [doses] from the federal government, but the state has shorted us 56,000 doses,"" Judge Clay Jenkins s…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1166,"Post-Covid19 vaccination adverse reactions.Annex 1: Vaccine analysis printPfizer 77,207 reactions 197 deaths.As… ","{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}",UK,0.185,0.815,0.0,-0.3612
1167,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1168,  Our blood centres are open with extra safety measures in place. Please #KeepDonating if you can! 🩸If you have received…,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6588}",USA,0.0,0.769,0.231,0.6588
1169,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1170,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1171,  People will be able to register themselves for the next phase of Covid-19 #VaccinationDrive on Co-WIN2.0 portal from 9:00 a…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1172,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1173,  Three stories to read tonight:🔴New Brazil COVID 'variant of concern' discovered in UK 🔴20 million p…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1174,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
1175,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1176,   Actually it is a slur.  It is derived - wait for it - based on age. Oh - and… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1178,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India,0.0,1.0,0.0,0.0
1179,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
1180,  ❌ The NHS will never ask you to share your bank details or pay for the #COVID19 vaccination ❌Read more about the #Covid…,"{'neg': 0.059, 'neu': 0.847, 'pos': 0.093, 'compound': 0.2023}",UK,0.059000000000000004,0.847,0.09300000000000001,0.2023
1181,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1182,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1183,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1185,"  Young, healthy people have figured out a loophole to get a COVID-19 vaccine without skipping the line …","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",USA,0.0,0.838,0.162,0.4019
1186,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Colombia,0.0,1.0,0.0,0.0
1188,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",Chile,0.113,0.887,0.0,-0.1027
1189,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",UK,0.113,0.887,0.0,-0.1027
1190,"Today’s coronavirus news: On East Coast, exhausted COVID-19 'long haulers' hope specialized clinics will emerge; Ca… ","{'neg': 0.129, 'neu': 0.722, 'pos': 0.149, 'compound': 0.1027}",Canada,0.129,0.722,0.149,0.1027
1191,  More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1192,Inflation expectations ahead of the release of the February consumer price index data and the developments in the l… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Singapore,0.0,1.0,0.0,0.0
1193,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",UK,0.0,0.8909999999999999,0.109,0.29600000000000004
1194,"Getting an appointment for a COVID-19 vaccine has been elusive for many Michiganders, leading some to go to drastic… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1195,More than 20 million in Britain get first COVID-19 vaccine dose  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1199,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1200,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine  ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
1203,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
1204,"Younger Military Personnel Reject Vaccine, in Warning for Commanders and the Nation Uncens… ","{'neg': 0.317, 'neu': 0.683, 'pos': 0.0, 'compound': -0.6249}",USA,0.317,0.6829999999999999,0.0,-0.6249
1206,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
